City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,dongola,19.1667,30.4833,32.81,42,12,3.33,SD,1691628690
298,cabo san lucas,22.8909,-109.9124,33.67,70,75,5.14,MX,1691628715
299,belmonte,-15.8631,-38.8828,21.96,72,0,3.57,BR,1691628878
300,saipan,15.1355,145.701,29.39,100,75,5.14,MP,1691628655
301,kozarska dubica,45.1767,16.8094,16.06,88,82,1.57,BA,1691628878
302,naifaru,5.4444,73.3657,27.69,80,100,6.85,MV,1691628878
303,hluti,-27.2167,31.6167,14.93,82,99,1.01,SZ,1691628742
304,sao gabriel da cachoeira,-0.1303,-67.0892,23.99,89,34,0.63,BR,1691628879
305,stralsund,54.3091,13.0818,14.45,86,62,5.11,DE,1691628879
306,nouadhibou,20.931,-17.0347,21.99,88,40,8.23,MR,1691628879
307,raychikhinsk,49.7838,129.4121,19.1,78,99,3.9,RU,1691628879
308,rio do sul,-27.2142,-49.6431,16.33,100,100,0.54,BR,1691628879
309,hirara,24.8,125.2833,29.15,84,40,3.09,JP,1691628879
310,rio grande,-32.035,-52.0986,16.06,92,100,7.89,BR,1691628880
311,porto velho,-8.7619,-63.9039,25.03,94,20,1.03,BR,1691628880
312,sztum,53.9208,19.0307,12.97,81,89,3.16,PL,1691628857
313,tolanaro,-25.0319,46.9987,19.04,94,20,1.54,MG,1691628695
314,hammerfest,70.6634,23.6821,20.25,73,0,2.06,NO,1691628466
315,thanh hoa,19.8,105.7667,29.36,71,86,0.94,VN,1691628880
316,thoen,17.6129,99.2161,24.75,93,99,1.19,TH,1691628881
317,nizhneudinsk,54.9076,99.0276,19.39,71,100,1.37,RU,1691628881
318,reserve,30.0538,-90.5518,33.32,70,0,3.09,US,1691628881
319,aleksandrov gay,50.147,48.5704,22.4,48,0,3.4,RU,1691628881
320,clearwater,27.9659,-82.8001,32.73,75,0,3.09,US,1691628712
321,zhanaozen,43.3,52.8,28.71,36,3,2.54,KZ,1691628881
322,khawr fakkan,25.3313,56.342,29.03,82,7,1.59,AE,1691628881
323,mildura,-34.2,142.15,13.37,75,1,5.37,AU,1691628882
324,thompson,55.7435,-97.8558,20.09,45,40,3.09,CA,1691628354
325,yazman,29.1212,71.7446,30.09,60,93,7.32,PK,1691628882
326,bardai,11.65,7.2333,21.28,93,100,3.28,NG,1691628660
327,nadvoitsy,63.8667,34.3167,16.14,85,0,3.09,RU,1691628882
328,lucerne valley,34.4439,-116.9678,29.83,56,11,4.6,US,1691628882
329,malard,35.6659,50.9767,27.1,56,0,3.09,IR,1691628882
330,yumbe,3.4651,31.2469,18.21,93,76,1.17,UG,1691628883
331,nova sintra,14.8667,-24.7167,22.82,74,100,7.74,CV,1691628664
332,bikenibeu village,1.3673,173.1241,31.98,66,20,2.57,KI,1691628883
333,newman,37.3138,-121.0208,35.16,44,0,1.79,US,1691628712
334,oak grove,45.4168,-122.6401,27.91,56,75,2.06,US,1691628883
335,santa elena de uairen,4.6167,-61.1333,20.18,87,63,1.44,VE,1691628883
336,kalmunai,7.4167,81.8167,26.19,81,100,2.92,LK,1691628883
337,codrington,-38.2667,141.9667,11.56,75,100,6.85,AU,1691628470
338,saint-pierre,-21.3393,55.4781,20.32,64,0,4.12,RE,1691628884
339,ilulissat,69.2167,-51.1,6.01,93,75,3.6,GL,1691628666
340,goure,13.9835,10.2704,27.42,61,100,4.06,NE,1691628884
341,geneina,13.45,22.45,21.23,94,98,2.81,SD,1691628884
342,kayenta,36.7278,-110.2546,28.14,25,87,8.13,US,1691628884
343,flin flon,54.7682,-101.865,19.2,38,11,2.46,CA,1691628885
344,mpongwe,-13.5091,28.155,13.93,42,0,3.57,ZM,1691628885
345,itoman,26.1247,127.6694,29.21,89,20,1.54,JP,1691628886
346,olyokminsk,60.3736,120.4264,24.58,61,6,1.59,RU,1691628886
347,nikolayevsk-on-amure,53.1406,140.73,21.39,51,44,1.88,RU,1691628503
348,shevchenko,48.5,35.0,16.91,70,0,3.65,UA,1691628886
349,altamira,-3.2033,-52.2064,24.22,85,97,1.71,BR,1691628886
350,toliara,-23.35,43.6667,19.46,85,0,6.49,MG,1691628701
351,piti village,13.4626,144.6933,27.49,93,40,2.57,GU,1691628886
352,pisco,-13.7,-76.2167,19.03,82,20,6.69,PE,1691628887
353,gracemere,-23.4333,150.45,20.95,60,11,4.12,AU,1691628887
354,arvayheer,46.2639,102.775,19.59,53,0,1.64,MN,1691628887
355,acarau,-2.8856,-40.12,25.07,83,60,5.83,BR,1691628491
356,sinabang,2.4803,96.3801,25.28,87,100,1.7,ID,1691628720
357,intendente alvear,-35.2338,-63.592,12.95,63,95,5.19,AR,1691628667
358,badiyah,22.45,58.8,28.54,54,94,2.22,OM,1691628887
359,benque viejo el carmen,17.075,-89.1392,32.01,70,75,3.09,BZ,1691628887
360,al jawf,29.5,38.75,29.22,26,0,2.97,SA,1691628888
361,shache,38.4167,77.2406,23.73,25,0,1.79,CN,1691628888
362,korla,41.7597,86.1469,29.17,21,0,4.83,CN,1691628525
363,tangalle,6.024,80.7911,25.09,90,100,4.39,LK,1691628888
364,junagarh,19.8667,82.9333,24.3,85,100,1.64,IN,1691628888
365,rodolfo sanchez taboada,31.7167,-116.5667,23.39,72,89,1.34,MX,1691628890
366,oneonta,42.4529,-75.0638,19.61,95,8,1.46,US,1691628890
367,ratnagiri,16.9833,73.3,25.74,84,100,1.11,IN,1691628890
368,kavaratti,10.5669,72.642,27.54,79,100,7.28,IN,1691628698
369,dass,10.0,9.5167,21.88,91,100,1.18,NG,1691628890
370,magadan,59.5667,150.8,18.63,57,1,0.76,RU,1691628890
371,ilhabela,-23.7781,-45.3581,20.29,93,100,6.3,BR,1691628881
372,bamboo flat,11.7,92.7167,28.05,83,40,3.09,IN,1691628891
373,borogontsy,62.6683,131.1683,22.07,38,40,3.87,RU,1691628724
374,san luis de la loma,17.2706,-100.8939,28.5,81,100,1.72,MX,1691628721
375,bam,29.106,58.357,29.21,22,51,4.44,IR,1691628506
376,pimentel,-6.8367,-79.9342,23.16,78,75,6.17,PE,1691628685
377,qaisumah,28.3112,46.1273,31.98,15,0,3.09,SA,1691628891
378,smithers,54.7804,-127.1743,20.18,45,75,4.12,CA,1691628716
379,znamenskoye,57.1281,73.8282,11.91,89,100,2.47,RU,1691628891
380,embrun,44.5639,6.4953,16.81,71,0,1.94,FR,1691628892
381,naama,33.2667,-0.3167,28.63,27,1,4.01,DZ,1691628892
382,beloyarskiy,63.7119,66.6722,11.66,76,23,3.03,RU,1691628892
383,dali,25.7,100.1833,18.79,91,100,0.74,CN,1691628892
384,coruripe,-10.1256,-36.1756,22.98,85,42,4.29,BR,1691628892
385,meftah,36.6204,3.2225,21.64,78,0,1.54,DZ,1691628892
386,barclayville,4.6797,-8.2339,23.83,84,93,4.09,LR,1691628893
387,kaiapoi,-43.3783,172.6401,7.53,67,75,8.23,NZ,1691628893
388,kruisfontein,-34.0033,24.7314,11.05,89,0,2.53,ZA,1691628727
389,balabac,7.9868,117.0645,29.02,74,57,4.93,PH,1691628893
390,ghat,24.9647,10.1728,27.8,18,0,2.7,LY,1691628893
391,goz beida,13.95,20.55,24.14,84,100,1.76,TD,1691628720
392,freetown,8.484,-13.2299,24.84,94,75,6.17,SL,1691628681
393,richards bay,-28.783,32.0377,18.83,70,98,1.77,ZA,1691628893
394,inongo,-1.95,18.2667,20.53,86,100,2.88,CD,1691628894
395,tual,-5.6667,132.75,25.66,81,81,9.74,ID,1691628894
396,ugoofaaru,5.6667,73.0,27.71,79,100,7.22,MV,1691628894
397,qamdo,31.1667,97.2333,12.02,61,97,1.77,CN,1691628722
398,celestun,20.8667,-90.4,28.9,77,57,6.71,MX,1691628894
399,karmaskaly,54.3709,56.1837,13.95,77,1,1.76,RU,1691628702
400,arar,30.9753,41.0381,30.01,10,0,4.12,SA,1691628894
401,kandyagash,49.4744,57.4233,15.99,84,0,5.64,KZ,1691628894
402,aldinga beach,-35.2793,138.4604,14.55,66,5,3.87,AU,1691628687
403,rockland,41.1668,-74.0496,26.91,70,5,2.1,US,1691628734
404,youghal,51.95,-7.8506,16.42,100,36,5.07,IE,1691628895
405,alausi,-2.2,-78.8333,8.38,83,44,3.47,EC,1691628895
406,zliten,32.4674,14.5687,23.8,73,0,1.19,LY,1691628895
407,at taj,24.2049,23.2857,30.29,29,7,4.79,LY,1691628895
408,east london,-33.0153,27.9116,16.54,81,10,7.42,ZA,1691628687
409,port-gentil,-0.7193,8.7815,23.58,81,15,5.53,GA,1691628896
410,nelson bay,-32.7167,152.15,21.17,56,7,3.13,AU,1691628896
411,san juan,-31.5375,-68.5364,16.81,29,62,2.75,AR,1691628896
412,anupgarh,29.1911,73.2086,30.06,62,25,7.21,IN,1691628896
413,ulladulla,-35.35,150.4667,18.72,40,57,6.17,AU,1691628896
414,lebu,-37.6167,-73.65,11.68,90,100,5.78,CL,1691628440
415,aykhal,66.0,111.5,18.25,61,96,6.02,RU,1691628896
416,montmagny,48.9734,2.3469,18.36,82,0,1.54,FR,1691628897
417,road town,18.4167,-64.6167,29.05,79,20,7.2,VG,1691628532
418,sisimiut,66.9395,-53.6735,4.79,91,100,3.84,GL,1691628897
419,kuraymah,18.55,31.85,30.81,49,44,3.24,SD,1691628897
420,san matias,-16.3667,-58.4,28.86,33,1,1.33,BO,1691628897
421,haiku-pauwela,20.9219,-156.3051,30.01,50,20,10.29,US,1691628479
422,suva,-18.1416,178.4415,27.71,54,75,4.12,FJ,1691628898
423,plesetsk,62.708,40.2916,14.28,95,0,2.07,RU,1691628898
424,kerikeri,-35.2268,173.9474,14.68,55,6,3.51,NZ,1691628477
425,chibougamau,49.9168,-74.3659,19.79,64,40,2.06,CA,1691628440
426,muroto-misakicho,33.2833,134.15,27.27,90,48,9.63,JP,1691628898
427,qarqaraly,49.4058,75.4742,18.11,76,95,2.81,KZ,1691628899
428,carahue,-38.7,-73.1667,9.88,94,44,2.4,CL,1691628899
429,temryuk,45.2722,37.3811,23.12,79,92,4.52,RU,1691628899
430,marka,1.7159,44.7717,23.87,87,34,6.42,SO,1691628899
431,kristiansund,63.1115,7.732,11.36,87,100,1.03,NO,1691628730
432,truckee,39.328,-120.1833,29.18,28,0,5.14,US,1691628899
433,vardenis,40.1827,45.7311,15.48,72,0,2.76,AM,1691628899
434,noumea,-22.2763,166.4572,18.99,68,61,7.28,NC,1691628618
435,salahonda,2.1019,-78.7217,27.33,81,100,4.57,CO,1691628900
436,piton saint-leu,-21.2196,55.3151,19.04,64,0,4.12,RE,1691628900
437,ramgarh,23.6333,85.5167,26.03,80,42,1.39,IN,1691628900
438,callao,-12.0667,-77.15,21.51,73,100,7.2,PE,1691628606
439,dondo,-19.6094,34.7431,21.73,87,100,2.31,MZ,1691628900
440,tromso,69.6496,18.957,16.88,72,6,1.54,NO,1691628901
441,parnu,58.3859,24.4971,9.05,100,10,2.57,EE,1691628802
442,barabai,-2.5833,115.3833,28.33,61,88,0.07,ID,1691628901
443,alajarvi,63.0,23.8167,13.87,76,100,2.03,FI,1691628901
444,mangrol,21.1167,70.1167,26.92,85,100,7.67,IN,1691628901
445,oberwart,47.2897,16.206,13.12,100,50,1.39,AT,1691628902
446,mount pleasant,32.7941,-79.8626,30.08,77,0,1.34,US,1691628902
447,punta arenas,-53.15,-70.9167,3.95,93,100,3.31,CL,1691628646
448,kievka,50.2619,71.5514,21.17,59,14,1.44,KZ,1691628902
449,karimganj,24.8667,92.35,25.05,98,100,1.15,IN,1691628903
450,petawawa,45.9001,-77.3328,20.99,72,48,1.49,CA,1691628903
451,summerland,49.5998,-119.6691,27.92,39,40,5.66,CA,1691628903
452,malango,-2.9627,119.9001,23.2,80,85,1.03,ID,1691628903
453,yugorsk,61.3133,63.3319,13.23,64,66,2.88,RU,1691628904
454,yaren,-0.5472,166.916,28.12,73,98,2.58,NR,1691628718
455,brak,27.5496,14.2714,26.45,34,0,5.5,LY,1691628904
456,malvan,16.0667,73.4667,26.07,83,80,1.08,IN,1691628904
457,las khorey,11.1595,48.1967,31.43,51,22,5.93,SO,1691628652
458,bairnsdale,-37.8333,147.6167,10.5,83,100,5.2,AU,1691628905
459,ungsang,35.4061,129.1686,25.34,97,100,7.09,KR,1691628905
460,barra de santo antonio,-9.4047,-35.5072,22.6,80,5,4.57,BR,1691628672
461,trairi,-3.2778,-39.2689,24.86,84,43,3.9,BR,1691628905
462,lycksele,64.5954,18.6735,6.93,100,99,0.0,SE,1691628742
463,ranot,7.7777,100.3213,27.68,73,100,3.57,TH,1691628906
464,puyang chengguanzhen,35.7028,115.0053,28.51,67,2,3.52,CN,1691628906
465,pavlohrad,48.5167,35.8667,16.88,71,0,4.41,UA,1691628906
466,mzuzu,-11.4656,34.0207,11.55,76,7,1.85,MW,1691628906
467,xining,36.6167,101.7667,19.65,70,44,1.07,CN,1691628907
468,usinsk,65.9939,57.5281,10.0,78,4,3.72,RU,1691628510
469,khanty-mansiysk,61.0042,69.0019,11.06,87,0,2.0,RU,1691628907
470,parras de la fuente,25.4167,-102.1833,32.46,15,8,3.23,MX,1691628836
471,port saint john's,-31.6229,29.5448,16.92,84,59,4.15,ZA,1691628675
472,zavodskoy,43.4597,132.2922,21.77,100,75,2.0,RU,1691628908
473,vicuna,-30.0319,-70.7081,9.85,75,100,1.41,CL,1691628908
474,okha,53.5739,142.9478,15.38,81,97,3.4,RU,1691628908
475,anna regina,7.2644,-58.5077,27.89,73,100,5.23,GY,1691628908
476,conduaga,8.862,117.4893,28.65,77,100,3.32,PH,1691628908
477,wau,7.7029,27.9953,20.43,97,100,1.51,SS,1691628909
478,sao felix do xingu,-6.6447,-51.995,28.95,49,96,1.32,BR,1691628708
479,marolambo,-20.05,48.1167,14.43,98,10,0.8,MG,1691628909
480,sodra sandby,56.5667,16.6167,12.72,86,100,7.42,SE,1691628909
481,mukachevo,48.4419,22.7179,16.58,66,100,1.92,UA,1691628909
482,naze,28.3667,129.4833,27.51,80,16,5.12,JP,1691628496
483,nordhorn,52.4333,7.0833,13.49,94,8,1.87,DE,1691628910
484,al majaridah,19.1236,41.9111,31.46,35,5,1.27,SA,1691628910
485,malakal,9.5334,31.6605,23.1,90,100,1.66,SS,1691628910
486,kismayo,-0.3582,42.5454,23.96,83,97,6.05,SO,1691628910
487,arish,31.1316,33.7984,25.16,72,0,1.7,EG,1691628911
488,bathsheba,13.2167,-59.5167,28.34,83,20,4.63,BB,1691628651
489,veinticinco de mayo,-35.4323,-60.1727,11.1,78,100,0.89,AR,1691628911
490,kone,-21.0595,164.8658,20.44,56,76,6.92,NC,1691628911
491,satsuma,30.8532,-88.0561,32.06,67,0,4.02,US,1691628911
492,kiunga,-6.1219,141.2906,26.3,67,89,2.24,PG,1691628912
493,saldanha,-33.0117,17.9442,11.03,70,0,2.59,ZA,1691628912
494,nagqu,31.5,92.0,8.68,74,14,1.6,CN,1691628912
495,nyurba,63.2842,118.3319,22.67,50,12,4.26,RU,1691628519
496,devonport,-41.1667,146.35,13.62,79,92,0.89,AU,1691628913
497,verdal,63.7933,11.4817,14.02,76,96,5.7,NO,1691628913
498,awjilah,29.1081,21.2869,25.32,57,0,5.55,LY,1691628913
499,yerofey pavlovich,53.9667,121.9667,22.51,50,24,2.01,RU,1691628913
500,bossangoa,6.4926,17.4552,20.06,98,100,0.66,CF,1691628914
501,winchester,51.0651,-1.3187,15.85,91,0,0.51,GB,1691628914
502,howard springs,-12.497,131.047,27.68,39,52,5.26,AU,1691628505
503,cill airne,52.05,-9.5167,16.98,86,95,4.89,IE,1691628914
504,salekhard,66.53,66.6019,11.49,74,14,2.3,RU,1691628915
505,port douglas,-16.4833,145.4667,22.61,72,98,7.42,AU,1691628400
506,alameda,37.5999,-121.8844,31.19,54,0,5.66,US,1691628915
507,kamloops,50.6665,-120.3192,24.55,61,75,4.12,CA,1691628915
508,talas,38.6908,35.5538,17.37,77,0,0.0,TR,1691628915
509,jayapura,-2.5333,140.7,29.66,67,16,1.67,ID,1691628915
510,vallenar,-28.5708,-70.7581,11.44,79,100,0.72,CL,1691628916
511,pagar alam,-4.0167,103.2667,23.49,70,26,0.45,ID,1691628916
512,asau,46.4333,26.4,11.51,64,100,0.59,RO,1691628916
513,juan griego,11.0817,-63.9655,28.07,78,100,2.06,VE,1691628916
514,collierville,35.042,-89.6645,27.06,92,0,4.12,US,1691628916
515,island harbour,50.724,-1.2758,16.63,92,0,2.32,GB,1691628917
516,freeport,40.6576,-73.5832,28.32,51,0,7.72,US,1691628884
517,lutuhyne,48.4051,39.2267,20.68,65,19,4.29,UA,1691628917
518,vernon,50.2581,-119.2691,28.5,49,92,1.03,CA,1691628675
519,francistown,-21.17,27.5079,10.68,63,0,3.84,BW,1691628917
520,ndioum,16.5129,-14.6471,28.94,50,12,7.59,SN,1691628917
521,pamukkale,37.9164,29.1173,22.52,79,0,1.25,TR,1691628917
522,bandar,2.05,99.75,24.23,96,71,0.39,ID,1691628918
523,anisoc,1.8658,10.7689,20.71,99,100,0.83,GQ,1691628918
524,wotho,10.1657,166.0102,28.29,75,87,4.73,MH,1691628918
525,levuka,50.1834,-105.4011,15.85,72,75,6.69,CA,1691628670
526,pita,10.8333,-12.5833,22.81,99,100,0.72,GN,1691628918
527,novodvinsk,64.4165,40.8122,14.93,95,0,2.17,RU,1691628709
528,doylestown,40.3101,-75.1299,26.66,70,0,1.54,US,1691628686
529,great falls,47.5002,-111.3008,29.25,28,0,8.23,US,1691628651
530,ain sukhna,29.6002,32.3167,25.4,72,0,2.71,EG,1691628919
531,mirny,62.5353,113.9611,17.91,82,97,4.02,RU,1691628705
532,hereford,52.0568,-2.7148,18.2,94,75,1.94,GB,1691628919
533,recani,31.2846,-4.2688,33.17,17,21,2.92,MA,1691628919
534,holualoa,19.6228,-155.9522,27.91,73,75,5.14,US,1691628695
535,palmer,42.1584,-72.3287,24.23,73,1,1.87,US,1691628725
536,namanyere,-7.5167,31.05,15.38,50,34,2.73,TZ,1691628920
537,olonets,60.9847,32.9698,14.55,97,96,1.39,RU,1691628920
538,bemidji,47.4736,-94.8803,19.47,62,0,4.63,US,1691628920
539,orapa,-21.2833,25.3667,12.71,52,0,7.32,BW,1691628921
540,prieska,-29.6641,22.7474,12.4,25,0,2.2,ZA,1691628921
541,zaozersk,69.4005,32.4476,17.83,77,0,1.89,RU,1691628921
542,romanovo,52.6182,81.2271,20.6,45,71,2.45,RU,1691628921
543,gaspe,48.8334,-64.4819,16.12,100,100,5.14,CA,1691628502
544,tsiombe,-25.3,45.4833,18.23,92,10,3.56,MG,1691628921
545,tafuna,-14.3358,-170.72,29.97,84,20,3.6,AS,1691628921
546,nadym,65.5333,72.5167,8.91,75,100,10.41,RU,1691628922
547,pacific grove,36.6177,-121.9166,21.8,85,75,5.14,US,1691628488
548,stephenville,32.2207,-98.2023,40.0,21,0,2.57,US,1691628922
549,ljusdal,61.8288,16.0913,9.57,99,89,2.08,SE,1691628922
550,fortuna,40.5982,-124.1573,21.07,80,75,5.66,US,1691628922
551,bafq,31.6128,55.4107,27.97,23,2,4.4,IR,1691628923
552,fort st. john,56.2499,-120.8529,22.94,43,75,6.69,CA,1691628923
553,alvaraes,-3.2208,-64.8042,26.73,60,17,0.54,BR,1691628923
554,karratha,-20.7377,116.8463,24.17,36,6,3.37,AU,1691628923
555,greenville,35.6127,-77.3663,28.09,74,0,1.54,US,1691628830
556,praia da vitoria,38.7333,-27.0667,22.64,94,100,2.26,PT,1691628713
557,saint-joseph,-21.3667,55.6167,19.71,78,26,2.47,RE,1691628924
558,valparaiso,-33.0393,-71.6273,14.44,68,40,3.09,CL,1691628924
559,dellys,36.9172,3.9131,25.97,57,0,2.52,DZ,1691628924
560,koryazhma,61.3143,47.1691,15.49,95,6,1.36,RU,1691628924
561,tomah,43.9786,-90.504,24.74,64,75,0.0,US,1691628924
562,eastham,41.8301,-69.9739,24.05,66,7,1.34,US,1691628925
563,prestea,5.4327,-2.1428,23.17,88,100,2.05,GH,1691628925
564,finote selam,10.7,37.2667,12.68,96,91,0.57,ET,1691628925
565,posto fiscal rolim de moura,-13.0833,-62.2667,28.28,40,26,0.35,BR,1691628925
566,sam roi yot,12.2708,99.872,27.99,70,99,3.89,TH,1691628926
567,rasskazovo,52.6714,41.9033,17.56,83,5,2.72,RU,1691628926
568,falun,60.6036,15.626,11.64,100,100,3.59,SE,1691628926
569,hovd,48.0056,91.6419,17.3,66,8,2.09,MN,1691628926
570,pangody,65.85,74.4859,9.5,75,99,9.06,RU,1691628927
571,fort-shevchenko,44.5086,50.263,27.64,68,0,1.86,KZ,1691628927
572,nadi,-17.8,177.4167,27.0,69,75,5.14,FJ,1691628927
573,sovetskaya gavan',48.9723,140.2878,16.52,81,100,4.29,RU,1691628927
574,phongsali,21.6833,102.1058,17.78,98,100,0.47,LA,1691628927
575,menomonie,44.8755,-91.9193,23.02,60,0,0.0,US,1691628927
576,preobrazheniye,42.9019,133.9064,19.17,98,100,5.97,RU,1691628928
577,charikar,35.0136,69.1714,19.95,34,0,2.29,AF,1691628928
578,ta`u,-14.2336,-169.5144,27.14,80,23,5.02,AS,1691628928
579,remire-montjoly,4.9167,-52.2667,27.02,83,0,3.6,GF,1691628498
580,salinas,36.6777,-121.6555,24.45,75,75,6.17,US,1691628710
581,cestos city,5.46,-9.5828,24.73,83,100,6.06,LR,1691628929
582,al mutayrifi,25.4788,49.5576,29.19,35,0,2.38,SA,1691628929
583,lerwick,60.1545,-1.1494,11.0,75,100,5.97,GB,1691628929
584,djelfa,34.6728,3.263,24.28,32,0,1.51,DZ,1691628929
585,krasnokamensk,50.0979,118.0369,22.0,53,98,2.6,RU,1691628930
586,zhuji,29.7188,120.2423,29.62,73,33,2.66,CN,1691628930
587,nha trang,12.25,109.1833,31.0,52,10,1.14,VN,1691628930
588,ortigueira,-24.2083,-50.9494,13.51,98,44,1.24,BR,1691628930
589,bel ombre,-4.6167,55.4167,24.91,88,20,3.09,SC,1691628931
590,hotan,37.0997,79.9269,27.65,29,13,1.11,CN,1691628746
591,abepura,-2.6333,140.5833,29.45,62,20,2.57,ID,1691628931
592,qina,26.1642,32.7267,30.06,25,0,3.23,EG,1691628931
593,swift current,50.2834,-107.8014,22.45,49,0,11.32,CA,1691628931
594,st. john's,47.5649,-52.7093,13.21,89,100,6.69,CA,1691628679
